iabCat,masculinity,interest,IgName,IgLevel1,IgLevel2,PinkMin,PinkAvg,PinkMax
Automotive,4628.0,6003257785488,BMW,empty,Business and industry,-1.800303207121057,35.503803906323974,35.44032886894484
Automotive,4627.0,6003353550130,Motorcycles,empty,Hobbies and activities,6.835736013538266,12.201726815185564,10.955058728233645
Automotive,4626.0,6003304550260,Automotive industry,empty,Hobbies and activities,2.637359225243503,16.512252956638527,10.671039855866184
Automotive,4625.0,6003293721530,Mercedes-Benz,empty,Business and industry,-0.34227723555534706,29.064857555883997,27.573904190728832
Arts & Entertainment,4624.0,6003157909075,Cars (film),empty,News and entertainment,1.033771524678426,12.66704526705118,13.382086335257021
Automotive,4623.0,6004048615096,Luxury vehicle,empty,Hobbies and activities,4.441914350236486,8.527275812035779,9.264051729478638
Sports,4622.0,6003146718552,Auto racing,empty,Sports and outdoors,0.7174170391186392,20.415611506444073,19.957453293003077
Automotive,4621.0,6003092882217,Trucks,empty,Hobbies and activities,5.541122542622859,12.91389362573769,12.366139267241653
Automotive,4620.0,6003397432935,Audi,empty,Business and industry,-14.782965594622958,8.97887404466901,3.7028994949637273
Sports,4619.0,6003450241842,Motorsport,empty,Sports and outdoors,-3.7860649045242774,31.4851156112585,33.475211267009676
Automotive,4618.0,6003111957392,Engine,empty,Hobbies and activities,715.9988844167484,47.347945641779894,61.63669258008386
Technology & Computing,4617.0,6003289911338,Smartphones,empty,Technology,2.2961060232565127,22.025439862682337,20.66768160255983
Shopping,4616.0,6003481743064,Toyota,empty,Business and industry,4.118835739506139,23.13498570831532,26.216816275816416
Automotive,4616.0,6003481743064,Toyota,empty,Business and industry,4.118835739506139,23.13498570831532,26.216816275816416
Automotive,4615.0,6003304473660,SUVs,empty,Business and industry,10.018175596674112,4.319024699585946,7.31261319538467
Sports,4614.0,6002985584323,Outdoor recreation,empty,Sports and outdoors,-2.0594500838006295,12.183784088820957,11.761481112496522
Technology & Computing,4613.0,6003325186571,Cameras,empty,Technology,0.6230765392915081,14.131700067605799,12.959636059097422
Sports,4612.0,6002995710444,UEFA Champions League,empty,"Travel, places and events",-0.11080988780923795,-6.317618754685175,-3.267060763770414
Sports,4611.0,6003840055852,Sports car,empty,Hobbies and activities,-7.565962011538833,-5.867413051945002,-0.9957998831805908
Sports,4610.0,6003107902433,Association football (Soccer),empty,Sports and outdoors,-1.0469632083838611,12.433800397828115,11.964420392656857
Technology & Computing,4609.0,6003423416540,Free software,empty,empty,1.6225585463205348,7.148432885193518,10.149662576715288
Sports,4608.0,6003108404190,Real Madrid C.F.,empty,Sports and outdoors,2.9011531115619267,2.01229538248867,2.5908819831756857
Sports,4607.0,6003062447007,Lionel Messi,empty,People,7.4300783684377585,34.823772800945534,29.888048994365256
Technology & Computing,4606.0,6003215957745,Application software,empty,Technology,3.621302632571664,26.47703636001511,28.05709658359586
Automotive,4605.0,6003488503154,Motor vehicle,empty,Hobbies and activities,-16.325138710267392,-17.371269813645895,-12.985834256678935
Sports,4604.0,6003110325672,Cristiano Ronaldo,empty,People,4.584073201343153,-0.8018301013274888,-1.3069268794955002
Automotive,4603.0,6003500299025,Wheel,empty,Hobbies and activities,-19.09216316599378,-4.63809999436053,-4.670449536994637
Technology & Computing,4602.0,6003198788367,Bluetooth,empty,Technology,0.7226676392840164,0.022776557266166227,1.152768636302303
Sports,4601.0,6003142844668,Martial arts,empty,Sports and outdoors,-5.726286752339467,9.403800776727632,15.082597198534696
Arts & Entertainment,4600.0,6003943667466,Game consoles,empty,Technology,3.307370426726505,6.153971655412407,6.415664127151049
Automotive,4599.0,6003174972414,Internal combustion engine,empty,Education,5.805661477780753,1.3553165518295598,2.290814958121815
Technology & Computing,4598.0,6003573036687,Electronics,empty,Technology,1.0590414022865455,10.941590117461542,13.005873947199667
Automotive,4597.0,6003602594303,Nissan,empty,Business and industry,-1.1313813030611457,8.151837861642951,14.85504663006287
Sports,4596.0,6003734220353,Formula One,empty,"Travel, places and events",-2.7066758324577562,16.72564532830384,18.247218876870036
Arts & Entertainment,4595.0,6003189583015,Drive (2011 film),empty,News and entertainment,-50.63612315616014,11.315978314201814,11.119320786439744
Technology & Computing,4594.0,6003190679284,Streaming media,empty,Technology,0.8266170502931787,4.452706317950989,5.309611371301768
Sports,4593.0,6003531090263,Boxing,empty,Sports and outdoors,-2.945697129737379,18.607646527349914,18.16838027612907
Automotive,4592.0,6003161093178,Porsche,empty,Business and industry,-2.497193520677004,10.579576634625415,12.229303750124028
Automotive,4591.0,6003144341584,Volkswagen,empty,Business and industry,3.880283530933382,19.704886798270994,16.357050871370454
Sports,4590.0,6002979499920,Fishing,empty,Sports and outdoors,4.315176840408214,25.982707458572527,24.658095455705002
Business,4589.0,6003395414271,Construction,empty,Business and industry,1.78596929773311,14.952012206680967,13.936588905052968
Personal Finance,4588.0,6003143720966,Personal finance,empty,Business and industry,1.1062253480118174,-2.6118591206990187,-1.2739345725315956
Society,4587.0,6003280762643,Country,empty,"Travel, places and events",6.752154923390686,-4.2566515845262956,-2.8893472599302528
Automotive,4586.0,6003537050263,Volkswagen Group,empty,Business and industry,7.556457202272226,14.753924348013596,20.67058728121584
Sports,4585.0,6003106813190,Hunting,empty,Sports and outdoors,3.6070984384200484,11.662904379111346,12.74772286200746
Sports,4584.0,6003306191253,Premier League,empty,Sports and outdoors,3.8068648490455876,15.735376108602704,16.960338940867146
Automotive,4583.0,6002957392250,Mercedes-AMG,empty,Hobbies and activities,2.3196591496380425,23.558317257378825,21.605814109241443
Automotive,4582.0,6003196950924,Honda,empty,Business and industry,-12.056864642506342,10.59908897557312,10.816819424190813
Personal Finance,4581.0,6003100693640,Money,empty,Business and industry,7.338305748649409,7.399459832598757,8.106867755910855
Arts & Entertainment,4580.0,6003153672865,Online games,empty,News and entertainment,0.035619538790051995,5.763434223766133,7.041695294288249
Real Estate,4579.0,6003149130990,Land,empty,Hobbies and activities,8.687209334123484,-3.6031694735958406,-3.3941646464170687
Technology & Computing,4578.0,6003290348256,Telecommunication,empty,Business and industry,17.522115553875704,13.901983354931376,15.8236939936346
Sports,4577.0,6003110460645,Mixed martial arts,empty,Sports and outdoors,3.876320128656424,7.141356879717881,9.201603415397377
Sports,4576.0,6003376089674,American football,empty,Sports and outdoors,-0.9633294800802473,23.36118776743369,23.391571672539335
Travel,4575.0,6003384877565,Transport,empty,Business and industry,4.290956120763754,20.55624854092256,21.52430274240258
Automotive,4574.0,6002968386892,Tire,empty,Business and industry,-11.64799150873135,7.6383895131396935,6.938603303143164
Technology & Computing,4573.0,6002960574320,Tablet computers,empty,Technology,-0.8661643548351107,-11.583989039600883,-9.96089323689312
Automotive,4572.0,6003717914546,Hybrids,empty,Hobbies and activities,2.00144438239491,-10.881411848423268,-6.1165019192941275
Sports,4571.0,6003703378313,UEFA,empty,Business and industry,-4.261255804065372,41.049755392193035,50.86079466712922
Sports,4570.0,6003369240775,Basketball,empty,Sports and outdoors,2.8400538841625407,3.975902870495898,4.1075109068758815
Sports,4569.0,6003175194449,FIFA World Cup,empty,"Travel, places and events",-1.475434931521104,34.20923083469405,30.43569398083492
Sports,4568.0,6003402532547,Cycling,empty,Fitness and wellness,1.6561029986328355,14.593392585283597,15.218639465024221
Technology & Computing,4567.0,6003251532661,Play (telecommunications),empty,Business and industry,-108.69108248570366,-22.76159094703013,-27.15967534349253
Automotive,4566.0,6002903289710,BMW M,empty,Business and industry,-1.2688742390849543,38.35329440847187,35.74370669002404
Technology & Computing,4565.0,6003482336069,Linux,empty,Technology,-6.582488612892504,-19.497712929312936,-17.411922024486373
Technology & Computing,4564.0,6021349682746,Mobile app,empty,empty,2.9611201178657045,12.913379659532321,12.789576960257534
Sports,4563.0,6003440191931,Juventus F.C.,empty,Sports and outdoors,2.765903003699162,9.315349985345616,8.450001104988248
Illegal Content,4561.0,6003215156138,Coupé,empty,Technology,-1.3653462860713994,1.1215643045983528,2.8009709036585106
Automotive,4560.0,6003397270041,Sedan (automobile),empty,Business and industry,1.0639817382211567,12.17687450018596,11.392225071920118
Automotive,4559.0,6003667359704,Ford Motor Company,empty,Business and industry,-12.410973425385693,22.053324894389824,20.70016306435442
Sports,4558.0,6003160002408,Team sport,empty,Sports and outdoors,3.1452075047635053,11.999632720068862,13.391111261780521
Personal Finance,4557.0,6003130044117,Finance,empty,Business and industry,-1.38952180753648,26.61564782523852,27.953729424390918
Automotive,4556.0,6003456879344,Lamborghini,empty,Business and industry,4.2202935810425,8.514746094514711,8.661903196785593
Arts & Entertainment,4555.0,6003213073126,Speed (1994 film),empty,News and entertainment,-138.8065383886083,-16.875674825073745,-28.034663298239302
Personal Finance,4554.0,6003388314512,Investment,empty,Business and industry,-9.394426100075345,19.306479920573466,19.248139416497224
Arts & Entertainment,4553.0,6003717913546,Gamer,empty,News and entertainment,-2.1419262056791486,6.221515704101877,7.620578380307168
Automotive,4552.0,6003644639220,Car tuning,empty,Sports and outdoors,8.59605128464273,14.430941332834331,13.287007581847892
Illegal Content,4551.0,6003012317397,Gambling,empty,News and entertainment,5.756402180390157,0.8199317174925406,1.8757107629429637
Technology & Computing,4550.0,6003224441249,Televisions,empty,Hobbies and activities,3.890308170935082,2.719640281692231,3.2423927106786667
Business,4549.0,6003371616940,Brand,empty,Business and industry,4.208836180699429,15.166247224106188,13.881514486137002
Automotive,4548.0,6003597195073,Four-wheel drive,empty,"Travel, places and events",8.210395191247098,19.732910876852408,17.8310115332575
Sports,4547.0,6003108220790,National Basketball Association,empty,Sports and outdoors,-2.7611934931185744,13.015048154015439,13.783491529977095
Sports,4546.0,6003632918583,24 Hours of Le Mans,Event,empty,48.165030359619806,85.95184052712736,103.2031314966138
Automotive,4545.0,6003446055283,Scooters,empty,Hobbies and activities,4.248198471562462,8.335986248448178,14.825587576991468
Sports,4544.0,6003067726207,Goalkeeper (association football),empty,Sports and outdoors,-17.96826218675549,28.248684701382878,28.418605390317175
Arts & Entertainment,4543.0,6003059733932,First-person shooter games,empty,News and entertainment,2.469238533550576,9.062498158636737,16.16758376269447
Business,4542.0,6003494273094,Daimler AG,Local Business,Business and industry,135.42509480788252,-2.0160621345918965,-0.15820238598932268
Business,4541.0,6003074954515,Sales,empty,Business and industry,-0.004121142015994561,4.005685926270412,3.5547566851718964
Travel,4540.0,6003115387268,Asia,empty,Lifestyle and culture,7.202117914126202,34.182281134105445,32.60383647685784
Technology & Computing,4539.0,6009731802624,PlayStation 4,empty,Technology,2.0624090072618215,5.287557841567747,5.3129714417078375
Travel,4538.0,6003374227981,Nürburgring,empty,"Travel, places and events",0.8120998713248139,25.138468528540766,25.492763645314692
Travel,4537.0,6003129670317,Road,empty,Lifestyle and culture,1.5443127254216042,8.248383354694141,8.971417843964986
Business,4536.0,6003374398954,Manufacturing,empty,Business and industry,7.532263262070777,13.421683077582319,18.504448826092425
Society,4535.0,6003335686151,Liverpool,empty,"Travel, places and events",-43.520047839384354,1.5695355175321675,-11.297758088394247
Sports,4534.0,6003583872307,Ultimate Fighting Championship,empty,"Travel, places and events",126.91042016013327,4.123847221529372,11.384727237243858
Automotive,4533.0,6002984612619,Aston Martin,empty,Business and industry,269.3116359509724,38.45303491798049,90.57557380995856
Technology & Computing,4532.0,6003142705949,Computer processors,empty,Technology,10.844026554854938,38.89170944083604,34.66210867104232
Arts & Entertainment,4531.0,6003062925007,Top Gear (magazine),empty,News and entertainment,10.581783131126514,38.36483428603986,39.71231411662535
Technology & Computing,4530.0,6003030200185,Programming language,empty,empty,5.9446230334695525,22.603974458569688,26.52250423781259
Automotive,4529.0,6003219427158,BMW 3 Series,Cars,Hobbies and activities,-13.421035970710165,6.69731611136358,4.651692242975265
Automotive,4528.0,6003339236379,BMW M3,empty,Hobbies and activities,0.5445617874649166,6.756032528389748,8.261613800345511
Automotive,4527.0,6003125064949,Electric vehicle,empty,Hobbies and activities,-2.660555619715048,3.474485141969802,3.591007984521803
Sports,4526.0,6003432221791,FIFA,empty,Sports and outdoors,-12.462966309937189,1.3849429336977614,1.0507204138630157
Society,4525.0,6002984938923,China,empty,"Travel, places and events",4.033184248736605,8.5754758055144,9.377123164781926
Automotive,4524.0,6003069363782,Ferrari,empty,Hobbies and activities,-4.357873957855301,-8.417055611525347,-3.885298515940705
Technology & Computing,4523.0,6003287650741,Chip tuning,empty,Technology,2.343677011729498,8.76746639707877,8.11597688445259
Automotive,4522.0,6003138332328,Convertible,empty,Lifestyle and culture,4.308832863591602,18.453926577981782,18.126283529694227
Sports,4521.0,6003442346642,Football,empty,Sports and outdoors,-2.795324185827455,14.379911849375217,13.0178083335667
Arts & Entertainment,4520.0,6003385141743,Racing games,empty,News and entertainment,0.3975978935113777,10.138895610841669,10.509038463789354
Technology & Computing,4519.0,6003772121522,Telephone,empty,Business and industry,3.3631190777133613,8.653963193881623,7.846788752537321
Arts & Entertainment,4518.0,6003243604899,Action movies,empty,News and entertainment,1.1568067389138312,6.7729610652962124,12.98780504028857
Technology & Computing,4517.0,6003290047925,Engine tuning,empty,Sports and outdoors,-5.998470311208644,-2.323764395671777,-1.9396822302573264
Sports,4516.0,6003239921001,Serie A,empty,Sports and outdoors,11.02491539860126,24.272069255117675,25.17570479446775
Sports,4515.0,6003947290466,Bicycle,empty,Hobbies and activities,-0.9147392130033054,-2.229260860663306,-2.334094898333528
Sports,4514.0,6003095982582,Liverpool F.C.,empty,Sports and outdoors,-0.3147941594983474,11.884203488089037,13.032773666977134
Automotive,4513.0,6003119467458,Turbocharger,empty,News and entertainment,363.76593489358555,9.874279757190465,11.27994577698531
Sports,4512.0,6003510075864,Golf,empty,Sports and outdoors,5.129339187982156,11.085715557987736,14.460519434394538
Law Government & Politics,4511.0,6003373017775,United States,empty,"Travel, places and events",13.380755046395409,-16.69990244688333,-12.314404698248893
Sports,4510.0,6002898227362,Combat sport,Sport,Sports and outdoors,-38.438867332710956,22.149353231190407,12.20764778511002
Automotive,4509.0,6003448899186,Gasoline,empty,Hobbies and activities,28.0562066564858,48.49676213159647,44.80339492205465
Technology & Computing,4508.0,6003453710072,USB,empty,Hobbies and activities,0.23019893698303312,26.554159163676267,26.445487307496734
Technology & Computing,4507.0,6003480578469,Battery (electricity),empty,Hobbies and activities,-5.752084566441825,-8.469706511042073,6.579019695402671
Automotive,4506.0,6003055412281,Audi RS 6,Cars,Hobbies and activities,0.6009300540258836,1.689520694700384,2.078653844639575
Sports,4505.0,6003350242199,UEFA Europa League,empty,"Travel, places and events",-2.121991081411934,17.449123041498623,16.912057719475087
Law Government & Politics,4504.0,6003025016493,Russia,empty,"Travel, places and events",1.9087471100514308,20.751758335884908,20.5245097917594
Technology & Computing,4503.0,6002944044446,IPhone,empty,Business and industry,0.7328156618253562,19.80369973171098,18.85373835549581
Sports,4502.0,6003066202070,La Liga,empty,Sports and outdoors,-0.6172573789183069,6.260015668170873,5.939491080699449
Sports,4501.0,6003354236021,Bundesliga,empty,Sports and outdoors,-11.747058636020856,25.574096521805338,23.951912546679957
Sports,4500.0,6002936746659,Sports car racing,empty,Sports and outdoors,1.0021706513895632,-1.7826554754314863,-0.7172608603500507
Business,4499.0,6003248297213,Product (business),empty,Business and industry,6.044543762657008,6.704280831275846,7.227891957685415
Automotive,4498.0,6003207605030,Minivans,empty,Hobbies and activities,3.386563728586153,-4.459822878474524,-4.037757399592461
Arts & Entertainment,4497.0,6003432886735,Global Television Network,empty,News and entertainment,-5.304695079275254,-6.099141763892009,-7.613287867031119
Automotive,4496.0,6003175123152,BMW 3 Series (E36),Sport,Hobbies and activities,0.7577431030373466,23.21446620208454,27.768447975119326
Business,4495.0,6003257632086,Microsoft,empty,Business and industry,-4.493568994552725,20.41396097772081,22.185466025426212
Style & Fashion,4494.0,6003717851560,Headphones,empty,Technology,3.705631602729804,-12.193008295839068,-11.903138256728877
Home & Garden,4493.0,6003323761711,Polishing,empty,Hobbies and activities,40.64073548605782,19.48476600670395,24.924412815280427
Sports,4492.0,6004177298095,Manchester City F.C.,empty,Sports and outdoors,-3.1492881985355576,32.80166110279674,27.73767929075017
Arts & Entertainment,4491.0,6003508479464,History (European TV channel),empty,News and entertainment,7.038022634989783,21.561501800908502,20.94470077351298
Careers,4490.0,6003252179711,Engineering,empty,Business and industry,2.414168991136686,2.647553808550251,2.4677942315375154
Sports,4489.0,6003169514961,Eden Hazard,empty,People,18.877472698328994,-9.578330729172148,-2.183848107082611
Travel,4488.0,6004025448989,Norway,empty,"Travel, places and events",0.21606436695115172,16.837540122386663,16.868436756291068
Automotive,4487.0,6003111301992,Bugatti,empty,Hobbies and activities,0.6368709531637274,9.155061732766352,11.67721062707897
Automotive,4486.0,6003300015811,BMW 3 Series (E46),Local Business,Hobbies and activities,2.562642431774686,1.2114730602181174,2.0323805173816964
Science,4485.0,6003115761792,Power (physics),empty,Hobbies and activities,0.8049239567562336,3.2113396782861585,2.252245709598022
Automotive,4484.0,6015026500481,BMW M4,Tour Agency,empty,2.9529697713285663,10.765372500936985,12.140847242292278
Travel,4483.0,6003379167743,Europe,empty,"Travel, places and events",0.29553771312037946,16.80268686356729,16.241663073321913
Sports,4482.0,6003179178152,Brazilian jiu-jitsu,empty,Sports and outdoors,-11.961516588667779,15.591818347868301,16.07392936131654
Sports,4481.0,6003267000936,Women's association football,empty,Sports and outdoors,5.559907907287075,24.6745507727349,21.541656186060514
Sports,4480.0,6003540150873,Sports games,empty,News and entertainment,2.9663707726412376,31.08408303614602,29.697819733072585
Technology & Computing,4479.0,6003480609264,Google,empty,Business and industry,3.7194687354130025,5.625414738999743,5.93022366624384
Sports,4478.0,6003230040098,Drifting (motorsport),empty,Hobbies and activities,1.6185415259727358,0.9102315362372804,4.053365557354739
Sports,4477.0,6003179399350,S.S. Lazio,Sports Team,Sports and outdoors,107.84874531050944,104.6536635884827,74.88333288758959
Sports,4476.0,6003297665308,A.C. Milan,empty,Sports and outdoors,-5.5729646849818195,4.527110285611306,2.994212113820795
Sports,4475.0,6015803642427,CALCIATORI BRUTTI,Community,Business and industry,22.386137731832502,1.6700902732383511,6.113718971280981
Business,4474.0,6003217093576,Insurance,empty,Business and industry,2.5326174203240335,-10.223497850274581,-8.144278227389066
Automotive,4473.0,6003181377133,Diesel engine,empty,Hobbies and activities,-3.025649774552401,30.26259178366022,28.080906669551805
Home & Garden,4472.0,6003317881341,Tool,empty,Hobbies and activities,-5.412218472820282,11.787553459581666,13.039201687116693
Business,4471.0,6003140995966,Company,empty,Business and industry,0.8117859053690982,5.351287104534151,9.489377523772932
Sports,4470.0,6003220643158,Manchester United F.C.,empty,Sports and outdoors,0.08658317714431041,8.37568809120912,7.099645156420362
Sports,4469.0,6003344772439,Football team,empty,Sports and outdoors,5.915436848160184,13.15624680246751,12.694940609007004
Technology & Computing,4468.0,6003115458342,Google Play,empty,Technology,0.8711657464863471,7.440823138779712,8.112985009168495
Automotive,4467.0,6003168277122,Supercar,empty,Hobbies and activities,-9.944220831999521,12.988599831907989,11.810358499030201
Education,4466.0,6003461032825,Russian language,empty,Lifestyle and culture,8.51702605433877,-0.8654621228893561,1.0136899345685364
Sports,4465.0,6003319357759,Chelsea F.C.,empty,Sports and outdoors,11.135368605502498,5.2586109636022345,7.8902405723891285
Business,4464.0,6003442322883,Apple Inc.,empty,Business and industry,-2.2163999196290574,10.440944765345826,7.678735012801692
Travel,4463.0,6003143969166,Finland,empty,"Travel, places and events",-0.7951837466786714,28.7800966159461,19.333982410380692
Sports,4462.0,6003574273118,Neymar,empty,People,-0.8698850173337174,25.22846926356216,25.447476049151664
Arts & Entertainment,4461.0,6002971095994,Action games,empty,News and entertainment,0.268884000635055,9.0817383145808,9.310342542898194
Sports,4460.0,6003472344463,Motorcycle racing,empty,Sports and outdoors,179.79339121473933,12.873317346965116,19.01773875692178
News,4459.0,6003338528289,La Gazzetta dello Sport,Newspaper,News and entertainment,-3.926976765489732,18.471032304253768,20.397322821206494
Technology & Computing,4458.0,6003385611765,Huawei,empty,Business and industry,-5.861560984696075,-7.847284780237877,-5.977992660385904
Business,4457.0,6003382383154,Euro,empty,Hobbies and activities,1.7307641118016923,-3.7443347111827645,-9.531565583061907
Automotive,4456.0,6003015569173,Samsung,empty,Business and industry,3.848822525039965,1.7895070371092134,2.833804861030866
Sports,4455.0,6004905707670,Inter Milan,empty,Sports and outdoors,2.308127062737174,24.315249030726765,21.01801339973884
Automotive,4454.0,6003284637727,Lexus,empty,Business and industry,3.3413723635170123,10.85591578112573,10.59514216542718
Technology & Computing,4453.0,6003196423072,PlayStation,empty,Technology,4.301851478082225,7.810389288937556,5.946547582658008
Sports,4452.0,6003342271387,Grappling,empty,Sports and outdoors,-6.763797483705137,16.34429998580773,13.46836184598814
Arts & Entertainment,4451.0,6003525810694,Video,empty,Technology,0.20413453539249068,1.1499850503694247,1.6778596914900232
Technology & Computing,4450.0,6003164535634,Information technology,empty,Business and industry,17.609307945297378,-3.6116467390781515,-2.660244285680384
Sports,4449.0,6003145168352,Victory,empty,Business and industry,6.248196384960229,14.182997256464866,14.694147222316753
Arts & Entertainment,4448.0,6003500913747,Gamer (film),empty,News and entertainment,-1.1449266969914182,22.610137474643885,18.954798379989896
Style & Fashion,4447.0,6003719306113,Champion (sportswear),empty,Business and industry,8.359627232146089,15.067063222143387,12.410727249912181
Sports,4446.0,6002960111920,Major League Soccer,empty,Sports and outdoors,1.2973633204560326,2.49662532954453,6.539725838676192
Technology & Computing,4445.0,6003158198275,Mobile game,empty,Technology,6.133852082978935,24.76416151729361,22.760563164932005
Travel,4444.0,6004037107009,Boats,empty,Hobbies and activities,1.343852434060154,13.713044304728086,14.596167191161115
Sports,4443.0,6003224130745,Kickboxing,empty,Sports and outdoors,2.2341892873645754,12.909938546464934,19.192058933455243
Business,4442.0,6003297396138,Banking,empty,Business and industry,2.4626215949516483,18.393950122529198,18.400864917208274
Sports,4441.0,6003147437665,FC Barcelona,empty,Sports and outdoors,4.135601243434614,-2.362902793831897,-0.7183887408844801
Technology & Computing,4440.0,6003485071480,Sony,empty,Business and industry,6.950199970829848,-1.891640224774167,-0.5640198400447012
Automotive,4439.0,6003028976219,Land Rover,empty,Business and industry,12.798385548435286,5.939127172284507,5.5418400510646775
Sports,4438.0,6003324287371,Skiing,empty,Sports and outdoors,16.081299550573743,8.698110950895021,7.341759122863274
Travel,4437.0,6003979578348,New York City,empty,"Travel, places and events",3.9509423507077295,7.598946939869216,9.420151454279338
Law Government & Politics,4436.0,6003042239115,President of the United States,empty,People,3.2608667688613977,1.158878562965501,2.2900410756848926
Technology & Computing,4435.0,6003343520028,Wi-Fi,empty,empty,4.451640570410554,-21.721362162830054,-19.346934449794038
Technology & Computing,4433.0,6003261031309,Cloud computing,empty,Business and industry,5.881540647278128,3.784669538159658,5.437118060742668
Science,4432.0,6003515247231,Electricity,empty,Hobbies and activities,1.4799101522125975,23.787659711014264,23.280763526288677
Automotive,4431.0,6003469834063,Driving,empty,Hobbies and activities,3.9445167937677623,13.703206631174325,14.46175239378835
Sports,4430.0,6003259464557,LFC TV,TV Network,News and entertainment,-1.5068212450813503,32.6212837218063,30.871663853229638
Automotive,4429.0,6003031026255,Mazda,empty,Business and industry,2.1044522627799718,12.582938949092917,11.388280699429519
Business,4428.0,6003371057540,Multinational corporation,empty,Business and industry,-1.29767117601237,7.7750841887227145,7.315329516445282
Automotive,4427.0,6002964707717,Volvo,empty,Business and industry,19.83949210650227,22.6800451308442,34.4033110455385
Sports,4426.0,6003227872499,Wrestling,empty,Sports and outdoors,-0.19035276114833677,49.08346996643997,47.898664515870095
Arts & Entertainment,4425.0,6003150915833,Sound recording and reproduction,empty,Business and industry,-0.3394249096285761,8.199525387635887,7.671176014816127
Travel,4424.0,6003126148139,Taiwan,empty,"Travel, places and events",1.162877322738268,-18.89755099846417,-9.243445211152334
Automotive,4423.0,6002916167479,Audi S and RS models,empty,empty,34.8528445058256,52.105841287674,50.924493022440195
Automotive,4422.0,6003103779434,Electric car,empty,Technology,14.79249677350314,33.28615823893589,31.06129336767011
Automotive,4421.0,6003539123873,Vintage car,Local Business,Business and industry,-12.103373036354444,8.355912469861954,7.5917420651614975
Technology & Computing,4420.0,6003061614928,Touchscreen,empty,Shopping and fashion,1.7156151047271029,18.27796622028702,18.706437475785965
Law Government & Politics,4419.0,6003400200763,Germany,empty,"Travel, places and events",4.677045403504511,30.207785334309506,29.158855792795343
Sports,4418.0,6003478874887,United States women's national soccer team,Sports Team,Sports and outdoors,-1.3497471317209113,5.686191832278123,6.222367190579627
Travel,4417.0,6003497325227,Hong Kong,empty,"Travel, places and events",-4.349365537244369,9.588549211771264,12.287977389854305
Sports,4416.0,6003186127705,Copa Libertadores,empty,Sports and outdoors,5.715483770348052,5.648130543779417,5.1574722289197465
Society,4415.0,6002956561850,Lithuania,Country,"Travel, places and events",3.459562458067852,54.83075835245431,49.864635585408166
Sports,4414.0,6003655558678,Rugby league,empty,Sports and outdoors,3.2136122886436427,33.52851950350476,38.545390968084774
Society,4413.0,6003353241437,Estonia,Country,"Travel, places and events",13.014164257441811,25.518976930122193,22.914722119630596
Arts & Entertainment,4412.0,6003258058088,Adventure game,empty,News and entertainment,3.615006285271696,7.154324560742126,6.1423175799439464
Food & Drink,4411.0,6003012461997,Beer,empty,Food and drink,-0.24873000198413314,9.106304007146612,9.26145148592575
Automotive,4410.0,6003257785969,Yamaha Motor Company,empty,Business and industry,-6.6411481164481,9.300035542398286,8.431378762992809
Automotive,4409.0,6003333592979,SEAT,empty,Hobbies and activities,70.19048307817098,-139.40639568367132,-95.6689476126751
Technology & Computing,4408.0,6003115804542,Desktop computers,empty,Technology,-0.6781100160849489,9.089281473103332,8.465713687300688
Sports,4407.0,6003287139876,Off-roading,empty,Hobbies and activities,-5.2881737365631825,14.819306922586104,14.804507152965648
Society,4406.0,6003152446984,Latvia,Country,"Travel, places and events",-353.48514675694736,-161.18723274218618,-166.4971103041952
Hobbies & Interests,4405.0,6003348662930,Camping,empty,Sports and outdoors,1.2698656333390215,18.613974328868196,19.27302058637792
Technology & Computing,4404.0,6003509853804,IOS,empty,Technology,-1.5905384969963636,-0.9691640316973076,-0.0965187293313662
Technology & Computing,4403.0,6002985278723,ITunes,empty,Business and industry,0.558673443330781,41.32387555435085,36.38586639878635
Technology & Computing,4402.0,6003702989291,Website,empty,Technology,9.647130800738557,27.084988590247335,26.550128679324587
Technology & Computing,4401.0,6003116038942,Computer monitors,empty,Business and industry,0.8219449058010562,-1.5101079101217327,-1.196565719602025
Sports,4400.0,6003162931434,College football,empty,Sports and outdoors,2.337586187205577,18.751087653207843,19.008717844980254
Hobbies & Interests,4399.0,6003380576181,Role-playing games,empty,News and entertainment,3.1694928674984286,-3.1803581673018346,-2.4657029002599518
Arts & Entertainment,4398.0,6003198370967,Massively multiplayer online role-playing games,empty,News and entertainment,-8.31727249819457,12.713040945478706,12.909500447105318
Automotive,4397.0,6003025566093,Pickup truck,empty,Hobbies and activities,25.326885179505346,6.2640367839324655,7.512713866583821
Automotive,4396.0,6003381045377,Automatic transmission,empty,Hobbies and activities,6.239295467027247,14.357757162870227,15.833526382476428
Arts & Entertainment,4395.0,6004158316095,YouTube,empty,Business and industry,1.724492757219798,11.247696908167882,10.74489650404012
Business,4394.0,6003462661944,Trade,empty,Business and industry,3.0400859788497883,7.2944555057090446,7.178598677551341
Law Government & Politics,4393.0,6003278908502,Beijing,empty,"Travel, places and events",-9.125153645227543,2.6178873263663576,1.5643849014761932
Technology & Computing,4392.0,6003185054865,Computer hardware,empty,Technology,-0.60277881353818,3.600909839774819,2.7527445928442145
Sports,4391.0,6003064617670,Arsenal F.C.,empty,Sports and outdoors,-5.4223417302266625,12.822372523486258,9.703711464400879
Style & Fashion,4390.0,6003318557654,Adidas,empty,Business and industry,1.0752053242844761,17.756750818732016,18.167754322811245
